,bed,bath,acre_lot,zip_code,house_size,prev_sold_date,price
1238,4.0,2.0,0.17,19021.0,1591.0,2021-06-01,350000.0
1242,3.0,2.0,0.04,19154.0,1702.0,2017-05-16,330000.0
1244,4.0,3.0,0.2,19047.0,1201.0,2021-03-02,390000.0
1249,3.0,1.0,0.16,19057.0,1084.0,2018-04-13,299900.0
1259,3.0,2.0,0.07,19020.0,1483.0,2021-07-27,320000.0
1261,3.0,1.0,0.16,19055.0,1564.0,2019-02-21,310000.0
1265,3.0,1.0,0.02,19047.0,1587.0,2020-11-10,350000.0
1269,3.0,3.0,0.08,19020.0,2260.0,2018-05-04,499000.0
1272,3.0,5.0,0.08,18940.0,2870.0,2017-07-25,850000.0
1274,2.0,2.0,0.02,18938.0,1564.0,2019-09-27,429900.0
1278,3.0,1.0,0.24,19020.0,1056.0,2016-01-07,324900.0
1279,3.0,2.0,0.05,19154.0,1360.0,2017-05-01,320000.0
1282,4.0,2.0,0.11,19007.0,1294.0,2018-08-07,314900.0
1291,3.0,2.0,1.04,18337.0,1719.0,2019-05-08,285000.0
1296,3.0,3.0,0.04,19114.0,1386.0,2019-06-05,315000.0
1297,3.0,2.0,0.07,19154.0,1260.0,2021-11-03,315000.0
1299,4.0,2.0,0.17,19055.0,1275.0,2018-02-28,335000.0
1308,3.0,2.0,0.21,19055.0,1600.0,2020-04-30,369900.0
1311,3.0,3.0,0.02,18940.0,1692.0,2017-06-29,445000.0
1312,2.0,1.0,0.23,19021.0,640.0,2019-09-23,210000.0
1316,4.0,3.0,0.02,19067.0,3283.0,2018-10-30,650000.0
1317,5.0,2.0,0.2,19057.0,1720.0,2021-10-08,439900.0
1334,3.0,1.0,0.31,19021.0,1358.0,2018-10-02,300000.0
1335,3.0,2.0,0.05,19114.0,1260.0,2019-07-02,295000.0
1338,4.0,5.0,0.02,19067.0,3950.0,2018-08-03,850000.0
1339,3.0,3.0,0.02,19054.0,1916.0,2019-09-25,440000.0
1342,3.0,2.0,0.1,19020.0,1185.0,2021-09-08,385000.0
1349,1.0,1.0,0.02,19154.0,630.0,2020-03-05,165000.0
1352,3.0,2.0,0.06,19116.0,1555.0,2017-11-24,399900.0
1357,4.0,3.0,0.24,18940.0,2790.0,2017-08-04,659900.0
1360,3.0,2.0,0.14,19067.0,2211.0,2016-02-26,369900.0
1369,4.0,4.0,0.13,19047.0,2022.0,2021-02-24,440000.0
1372,3.0,1.0,0.19,19055.0,1000.0,2021-06-11,264900.0
1375,3.0,2.0,0.02,19056.0,1821.0,2021-07-20,400000.0
1376,3.0,3.0,0.02,19020.0,1518.0,2018-01-19,330000.0
1381,2.0,2.0,0.02,18966.0,1188.0,2022-01-27,324900.0
1383,4.0,2.0,0.23,19055.0,1320.0,2016-10-17,350000.0
1390,2.0,2.0,0.02,18966.0,1164.0,2020-12-31,299900.0
1391,4.0,3.0,0.19,19020.0,2336.0,2016-05-12,519900.0
1394,3.0,1.0,0.03,19007.0,1295.0,2019-10-29,215000.0
1399,3.0,2.0,0.21,19014.0,1844.0,2016-05-18,314900.0
1404,2.0,3.0,0.01,19145.0,998.0,2018-01-30,299999.0
1410,2.0,2.0,0.03,19143.0,1650.0,2019-12-10,350000.0
1411,3.0,1.0,0.06,19023.0,1257.0,2021-09-27,250000.0
1412,4.0,2.0,0.02,19104.0,1388.0,2018-12-06,330000.0
1414,4.0,2.0,0.02,19147.0,1710.0,2021-12-23,499900.0
1416,4.0,1.0,0.02,19139.0,1044.0,2019-11-26,200000.0
1428,2.0,2.0,0.02,19317.0,1093.0,2020-06-22,159900.0
1429,4.0,2.0,0.04,19061.0,2012.0,2021-07-28,200000.0
1430,3.0,2.0,0.04,19061.0,2080.0,2020-08-24,110000.0
1441,3.0,2.0,5.65,19317.0,1152.0,2019-11-07,400000.0
1461,3.0,2.0,0.02,19061.0,1612.0,2022-01-13,199000.0
1466,3.0,2.0,0.04,19061.0,1242.0,2021-09-27,130000.0
1495,4.0,3.0,0.02,19014.0,1152.0,2016-01-12,425000.0
1496,3.0,2.0,1.27,19317.0,2254.0,2017-01-19,500000.0
1501,3.0,3.0,0.17,19348.0,2000.0,2021-07-02,514000.0
1515,2.0,1.0,0.02,19061.0,1125.0,2021-01-27,219000.0
1522,4.0,3.0,0.31,19342.0,3666.0,2019-11-06,994500.0
1526,4.0,2.0,1.84,19317.0,2818.0,2021-08-09,725000.0
1529,3.0,1.0,0.01,19348.0,960.0,2022-03-15,194000.0
1531,3.0,3.0,0.12,19350.0,2033.0,2016-12-06,425000.0
1533,3.0,3.0,0.03,19348.0,2365.0,2020-07-27,475000.0
1537,3.0,3.0,0.26,19060.0,2118.0,2018-03-22,400000.0
1539,2.0,1.0,0.04,19061.0,1017.0,2017-05-12,186000.0
1544,4.0,4.0,2.0,19317.0,2938.0,2019-08-13,889000.0
1545,3.0,2.0,0.14,19014.0,1152.0,2017-07-26,25000.0
1550,5.0,3.0,0.75,19382.0,3046.0,2016-11-29,900000.0
1570,4.0,2.0,0.02,19061.0,1640.0,2021-09-03,325000.0
1579,5.0,3.0,1.1,19348.0,3427.0,2018-04-18,635000.0
1580,2.0,2.0,0.02,19342.0,1134.0,2018-04-24,240000.0
1584,3.0,2.0,0.08,19061.0,920.0,2018-05-08,139927.0
1586,2.0,4.0,0.02,19014.0,1622.0,2018-08-16,245000.0
1588,2.0,4.0,0.05,19342.0,2931.0,2019-04-17,449900.0
1592,4.0,4.0,0.27,19348.0,2872.0,2020-10-05,595000.0
1593,3.0,2.0,0.05,19061.0,1080.0,2018-04-27,139927.0
1597,3.0,3.0,0.02,19348.0,1547.0,2020-04-29,295000.0
1600,4.0,3.0,0.72,19350.0,3340.0,2016-12-14,539900.0
1608,3.0,5.0,0.04,19382.0,2194.0,2018-03-20,509000.0
