,bed,bath,acre_lot,zip_code,house_size,prev_sold_date,price
5416,2.0,2.0,0.23,2127.0,854.0,2021-07-30,699000.0
5419,3.0,4.0,0.23,2129.0,2755.0,2021-07-01,2950000.0
5421,1.0,1.0,0.23,2128.0,601.0,2021-07-13,479000.0
5424,1.0,1.0,0.23,2210.0,651.0,2021-10-07,1131000.0
5431,1.0,1.0,0.23,2210.0,1005.0,2021-01-14,799000.0
5436,1.0,1.0,0.23,2128.0,662.0,2022-04-01,530000.0
5449,2.0,3.0,0.23,2110.0,1973.0,2020-01-21,2775000.0
5451,3.0,1.0,0.23,2128.0,513.0,2021-12-06,515000.0
5459,2.0,2.0,0.23,2127.0,1218.0,2021-08-16,859000.0
5469,1.0,1.0,0.23,2127.0,659.0,2022-02-28,539000.0
5486,2.0,3.0,0.23,2110.0,1589.0,2019-11-18,2995000.0
5495,3.0,2.0,0.23,2186.0,2491.0,2019-01-03,1239000.0
5496,1.0,1.0,0.02,2116.0,725.0,2018-08-15,895000.0
5545,3.0,2.0,0.23,2125.0,1912.0,2021-06-28,949000.0
5563,2.0,2.0,0.23,2110.0,1213.0,2018-05-16,1129000.0
5608,2.0,1.0,0.02,2127.0,800.0,2018-05-30,685000.0
5629,2.0,1.0,0.23,2128.0,635.0,2021-06-04,414000.0
5666,2.0,3.0,0.23,2111.0,2036.0,2018-06-21,2950000.0
5699,1.0,1.0,0.01,2127.0,641.0,2016-10-14,569000.0
5702,2.0,2.0,0.02,2128.0,923.0,2019-10-28,589900.0
5704,2.0,2.0,0.03,2113.0,1328.0,2021-04-09,1299000.0
5724,1.0,1.0,0.23,2127.0,768.0,2020-09-18,899000.0
5741,2.0,2.0,0.23,2116.0,1286.0,2021-09-01,1500000.0
5765,2.0,1.0,0.02,2125.0,747.0,2021-06-30,505000.0
5767,1.0,1.0,0.01,2127.0,543.0,2018-05-31,525000.0
5770,2.0,2.0,0.23,2125.0,904.0,2020-09-23,639900.0
5795,2.0,2.0,0.02,2118.0,1049.0,2019-04-01,1349000.0
5805,1.0,1.0,0.23,2149.0,554.0,2021-06-30,259900.0
5809,1.0,2.0,0.23,2116.0,774.0,2018-05-15,849000.0
5815,1.0,1.0,0.01,2118.0,577.0,2020-12-24,619000.0
5837,2.0,3.0,0.23,2186.0,1315.0,2021-03-23,599000.0
5850,2.0,2.0,0.23,2129.0,1722.0,2019-07-25,1420000.0
5858,2.0,1.0,0.23,2127.0,600.0,2020-04-15,579000.0
5887,2.0,2.0,0.23,2151.0,1060.0,2018-06-15,498000.0
5890,3.0,3.0,0.23,2124.0,2501.0,2018-03-05,1200000.0
5913,2.0,2.0,0.02,2127.0,887.0,2019-06-18,675000.0
5914,2.0,1.0,0.02,2127.0,695.0,2020-08-06,579000.0
5916,2.0,3.0,0.23,2116.0,1872.0,2019-07-22,2099000.0
5921,4.0,3.0,0.23,2151.0,2460.0,2019-12-20,659000.0
5923,3.0,3.0,0.04,2111.0,1882.0,2018-12-11,3250000.0
5929,1.0,1.0,0.23,2127.0,550.0,2019-05-03,469900.0
5938,2.0,2.0,0.03,2210.0,1510.0,2019-06-27,1498000.0
5940,1.0,1.0,0.23,2150.0,1225.0,2020-04-10,529000.0
5947,2.0,2.0,0.04,2127.0,1664.0,2018-07-27,1299000.0
5961,2.0,1.0,0.23,2116.0,1200.0,2018-06-18,1495000.0
5986,2.0,2.0,0.23,2110.0,1308.0,2018-08-01,2295000.0
6024,1.0,1.0,0.23,2128.0,647.0,2016-11-14,550000.0
6041,2.0,3.0,0.23,2116.0,1880.0,2019-01-11,2295000.0
6045,1.0,1.0,0.23,2118.0,612.0,2021-04-01,749000.0
6054,1.0,1.0,0.01,2127.0,574.0,2020-07-10,599000.0
6087,2.0,2.0,0.23,2122.0,883.0,2019-04-05,549900.0
6093,3.0,2.0,0.03,2125.0,1506.0,2020-02-14,578000.0
6096,2.0,2.0,0.23,2125.0,1612.0,2020-08-07,949000.0
6112,1.0,1.0,0.23,2114.0,402.0,2018-05-29,499000.0
